;loinc_num;long_common_name;component;system;property;combined_col;removed_punc;tokens;clean_tokens;pos_tag;clean_text;query;rank
382;15153-0;Deprecated Indirect bilirubin [Mass/volume] in Serum or Plasma;Bilirubin.non-glucuronidated;Ser/Plas;MCnc;Deprecated Indirect bilirubin [Mass/volume] in Serum or PlasmaBilirubin.non-glucuronidatedSer/Plasproperty;Deprecated Indirect bilirubin Massvolume in Serum or PlasmaBilirubinnonglucuronidatedSerPlasproperty;['deprecated', 'indirect', 'bilirubin', 'massvolume', 'in', 'serum', 'or', 'plasmabilirubinnonglucuronidatedserplasproperty'];['deprecated', 'indirect', 'bilirubin', 'massvolume', 'serum', 'plasmabilirubinnonglucuronidatedserplasproperty'];[('deprecated', 'VBN'), ('indirect', 'JJ'), ('bilirubin', 'NN'), ('massvolume', 'NN'), ('in', 'IN'), ('serum', 'NN'), ('or', 'CC'), ('plasmabilirubinnonglucuronidatedserplasproperty', 'NN')];deprecated indirect bilirubin massvolume serum plasmabilirubinnonglucuronidatedserplasproperty;white blood cells count;0
383;35672-5;Bilirubin.direct/Bilirubin.total in Serum or Plasma;Bilirubin.glucuronidated+Bilirubin.albumin bound/Bilirubin.total;Ser/Plas;MFr;Bilirubin.direct/Bilirubin.total in Serum or PlasmaBilirubin.glucuronidated+Bilirubin.albumin bound/Bilirubin.totalSer/Plasproperty;BilirubindirectBilirubintotal in Serum or PlasmaBilirubinglucuronidatedBilirubinalbumin boundBilirubintotalSerPlasproperty;['bilirubindirectbilirubintotal', 'in', 'serum', 'or', 'plasmabilirubinglucuronidatedbilirubinalbumin', 'boundbilirubintotalserplasproperty'];['bilirubindirectbilirubintotal', 'serum', 'plasmabilirubinglucuronidatedbilirubinalbumin', 'boundbilirubintotalserplasproperty'];[('bilirubindirectbilirubintotal', 'NN'), ('in', 'IN'), ('serum', 'NN'), ('or', 'CC'), ('plasmabilirubinglucuronidatedbilirubinalbumin', 'NN'), ('boundbilirubintotalserplasproperty', 'NN')];bilirubindirectbilirubintotal serum plasmabilirubinglucuronidatedbilirubinalbumin boundbilirubintotalserplasproperty;white blood cells count;0
384;34442-4;Bilirubin.conjugated/Bilirubin.total in Serum or Plasma;Bilirubin.glucuronidated/Bilirubin.total;Ser/Plas;MFr;Bilirubin.conjugated/Bilirubin.total in Serum or PlasmaBilirubin.glucuronidated/Bilirubin.totalSer/Plasproperty;BilirubinconjugatedBilirubintotal in Serum or PlasmaBilirubinglucuronidatedBilirubintotalSerPlasproperty;['bilirubinconjugatedbilirubintotal', 'in', 'serum', 'or', 'plasmabilirubinglucuronidatedbilirubintotalserplasproperty'];['bilirubinconjugatedbilirubintotal', 'serum', 'plasmabilirubinglucuronidatedbilirubintotalserplasproperty'];[('bilirubinconjugatedbilirubintotal', 'NN'), ('in', 'IN'), ('serum', 'NN'), ('or', 'CC'), ('plasmabilirubinglucuronidatedbilirubintotalserplasproperty', 'NN')];bilirubinconjugatedbilirubintotal serum plasmabilirubinglucuronidatedbilirubintotalserplasproperty;white blood cells count;0
385;34543-9;Bilirubin direct and total panel [Mass/volume] - Serum or Plasma;Bilirubin direct & total panel;Ser/Plas;MCnc;Bilirubin direct and total panel [Mass/volume] - Serum or PlasmaBilirubin direct & total panelSer/Plasproperty;Bilirubin direct and total panel Massvolume  Serum or PlasmaBilirubin direct  total panelSerPlasproperty;['bilirubin', 'direct', 'and', 'total', 'panel', 'massvolume', 'serum', 'or', 'plasmabilirubin', 'direct', 'total', 'panelserplasproperty'];['bilirubin', 'direct', 'total', 'panel', 'massvolume', 'serum', 'plasmabilirubin', 'direct', 'total', 'panelserplasproperty'];[('bilirubin', 'NN'), ('direct', 'NN'), ('and', 'CC'), ('total', 'JJ'), ('panel', 'NN'), ('massvolume', 'NN'), ('serum', 'NN'), ('or', 'CC'), ('plasmabilirubin', 'NN'), ('direct', 'JJ'), ('total', 'NN'), ('panelserplasproperty', 'NN')];bilirubin direct total panel massvolume serum plasmabilirubin direct total panelserplasproperty;white blood cells count;0
386;35191-6;Bilirubin.direct [Mass or Moles/volume] in Serum or Plasma;Bilirubin.glucuronidated+Bilirubin.albumin bound;Ser/Plas;MSCnc;Bilirubin.direct [Mass or Moles/volume] in Serum or PlasmaBilirubin.glucuronidated+Bilirubin.albumin boundSer/Plasproperty;Bilirubindirect Mass or Molesvolume in Serum or PlasmaBilirubinglucuronidatedBilirubinalbumin boundSerPlasproperty;['bilirubindirect', 'mass', 'or', 'molesvolume', 'in', 'serum', 'or', 'plasmabilirubinglucuronidatedbilirubinalbumin', 'boundserplasproperty'];['bilirubindirect', 'mass', 'molesvolume', 'serum', 'plasmabilirubinglucuronidatedbilirubinalbumin', 'boundserplasproperty'];[('bilirubindirect', 'JJ'), ('mass', 'NN'), ('or', 'CC'), ('molesvolume', 'NN'), ('in', 'IN'), ('serum', 'NN'), ('or', 'CC'), ('plasmabilirubinglucuronidatedbilirubinalbumin', 'NN'), ('boundserplasproperty', 'NN')];bilirubindirect mass molesvolume serum plasmabilirubinglucuronidatedbilirubinalbumin boundserplasproperty;white blood cells count;0
387;43820-0;Bilirubin.direct [Presence] in Serum or Plasma;Bilirubin.glucuronidated+Bilirubin.albumin bound;Ser/Plas;PrThr;Bilirubin.direct [Presence] in Serum or PlasmaBilirubin.glucuronidated+Bilirubin.albumin boundSer/Plasproperty;Bilirubindirect Presence in Serum or PlasmaBilirubinglucuronidatedBilirubinalbumin boundSerPlasproperty;['bilirubindirect', 'presence', 'in', 'serum', 'or', 'plasmabilirubinglucuronidatedbilirubinalbumin', 'boundserplasproperty'];['bilirubindirect', 'presence', 'serum', 'plasmabilirubinglucuronidatedbilirubinalbumin', 'boundserplasproperty'];[('bilirubindirect', 'JJ'), ('presence', 'NN'), ('in', 'IN'), ('serum', 'NN'), ('or', 'CC'), ('plasmabilirubinglucuronidatedbilirubinalbumin', 'NN'), ('boundserplasproperty', 'NN')];bilirubindirect presence serum plasmabilirubinglucuronidatedbilirubinalbumin boundserplasproperty;white blood cells count;0
388;14629-0;Bilirubin.direct [Moles/volume] in Serum or Plasma;Bilirubin.glucuronidated+Bilirubin.albumin bound;Ser/Plas;SCnc;Bilirubin.direct [Moles/volume] in Serum or PlasmaBilirubin.glucuronidated+Bilirubin.albumin boundSer/Plasproperty;Bilirubindirect Molesvolume in Serum or PlasmaBilirubinglucuronidatedBilirubinalbumin boundSerPlasproperty;['bilirubindirect', 'molesvolume', 'in', 'serum', 'or', 'plasmabilirubinglucuronidatedbilirubinalbumin', 'boundserplasproperty'];['bilirubindirect', 'molesvolume', 'serum', 'plasmabilirubinglucuronidatedbilirubinalbumin', 'boundserplasproperty'];[('bilirubindirect', 'NN'), ('molesvolume', 'NN'), ('in', 'IN'), ('serum', 'NN'), ('or', 'CC'), ('plasmabilirubinglucuronidatedbilirubinalbumin', 'NN'), ('boundserplasproperty', 'NN')];bilirubindirect molesvolume serum plasmabilirubinglucuronidatedbilirubinalbumin boundserplasproperty;white blood cells count;0
389;18264-2;Deprecated Direct bilirubin [Mass/volume] in Serum or Plasma;Bilirubin.glucuronidated+Bilirubin.albumin bound;Ser/Plas;MCnc;Deprecated Direct bilirubin [Mass/volume] in Serum or PlasmaBilirubin.glucuronidated+Bilirubin.albumin boundSer/Plasproperty;Deprecated Direct bilirubin Massvolume in Serum or PlasmaBilirubinglucuronidatedBilirubinalbumin boundSerPlasproperty;['deprecated', 'direct', 'bilirubin', 'massvolume', 'in', 'serum', 'or', 'plasmabilirubinglucuronidatedbilirubinalbumin', 'boundserplasproperty'];['deprecated', 'direct', 'bilirubin', 'massvolume', 'serum', 'plasmabilirubinglucuronidatedbilirubinalbumin', 'boundserplasproperty'];[('deprecated', 'VBN'), ('direct', 'JJ'), ('bilirubin', 'NN'), ('massvolume', 'NN'), ('in', 'IN'), ('serum', 'NN'), ('or', 'CC'), ('plasmabilirubinglucuronidatedbilirubinalbumin', 'NN'), ('boundserplasproperty', 'NN')];deprecated direct bilirubin massvolume serum plasmabilirubinglucuronidatedbilirubinalbumin boundserplasproperty;white blood cells count;0
390;15152-2;Bilirubin.conjugated [Mass/volume] in Serum or Plasma;Bilirubin.glucuronidated;Ser/Plas;MCnc;Bilirubin.conjugated [Mass/volume] in Serum or PlasmaBilirubin.glucuronidatedSer/Plasproperty;Bilirubinconjugated Massvolume in Serum or PlasmaBilirubinglucuronidatedSerPlasproperty;['bilirubinconjugated', 'massvolume', 'in', 'serum', 'or', 'plasmabilirubinglucuronidatedserplasproperty'];['bilirubinconjugated', 'massvolume', 'serum', 'plasmabilirubinglucuronidatedserplasproperty'];[('bilirubinconjugated', 'VBN'), ('massvolume', 'NN'), ('in', 'IN'), ('serum', 'NN'), ('or', 'CC'), ('plasmabilirubinglucuronidatedserplasproperty', 'NN')];bilirubinconjugated massvolume serum plasmabilirubinglucuronidatedserplasproperty;white blood cells count;0
391;29760-6;Bilirubin.conjugated [Moles/volume] in Serum or Plasma;Bilirubin.glucuronidated;Ser/Plas;SCnc;Bilirubin.conjugated [Moles/volume] in Serum or PlasmaBilirubin.glucuronidatedSer/Plasproperty;Bilirubinconjugated Molesvolume in Serum or PlasmaBilirubinglucuronidatedSerPlasproperty;['bilirubinconjugated', 'molesvolume', 'in', 'serum', 'or', 'plasmabilirubinglucuronidatedserplasproperty'];['bilirubinconjugated', 'molesvolume', 'serum', 'plasmabilirubinglucuronidatedserplasproperty'];[('bilirubinconjugated', 'VBN'), ('molesvolume', 'NN'), ('in', 'IN'), ('serum', 'NN'), ('or', 'CC'), ('plasmabilirubinglucuronidatedserplasproperty', 'NN')];bilirubinconjugated molesvolume serum plasmabilirubinglucuronidatedserplasproperty;white blood cells count;0
392;14631-6;Bilirubin.total [Moles/volume] in Serum or Plasma;Bilirubin;Ser/Plas;SCnc;Bilirubin.total [Moles/volume] in Serum or PlasmaBilirubinSer/Plasproperty;Bilirubintotal Molesvolume in Serum or PlasmaBilirubinSerPlasproperty;['bilirubintotal', 'molesvolume', 'in', 'serum', 'or', 'plasmabilirubinserplasproperty'];['bilirubintotal', 'molesvolume', 'serum', 'plasmabilirubinserplasproperty'];[('bilirubintotal', 'JJ'), ('molesvolume', 'NN'), ('in', 'IN'), ('serum', 'NN'), ('or', 'CC'), ('plasmabilirubinserplasproperty', 'NN')];bilirubintotal molesvolume serum plasmabilirubinserplasproperty;white blood cells count;0
393;35194-0;Bilirubin.total [Mass or Moles/volume] in Serum or Plasma;Bilirubin;Ser/Plas;MSCnc;Bilirubin.total [Mass or Moles/volume] in Serum or PlasmaBilirubinSer/Plasproperty;Bilirubintotal Mass or Molesvolume in Serum or PlasmaBilirubinSerPlasproperty;['bilirubintotal', 'mass', 'or', 'molesvolume', 'in', 'serum', 'or', 'plasmabilirubinserplasproperty'];['bilirubintotal', 'mass', 'molesvolume', 'serum', 'plasmabilirubinserplasproperty'];[('bilirubintotal', 'JJ'), ('mass', 'NN'), ('or', 'CC'), ('molesvolume', 'NN'), ('in', 'IN'), ('serum', 'NN'), ('or', 'CC'), ('plasmabilirubinserplasproperty', 'NN')];bilirubintotal mass molesvolume serum plasmabilirubinserplasproperty;white blood cells count;0
394;77137-8;Bilirubin.total [Moles/volume] in Serum, Plasma or Blood;Bilirubin;Ser/Plas/Bld;SCnc;Bilirubin.total [Moles/volume] in Serum, Plasma or BloodBilirubinSer/Plas/Bldproperty;Bilirubintotal Molesvolume in Serum Plasma or BloodBilirubinSerPlasBldproperty;['bilirubintotal', 'molesvolume', 'in', 'serum', 'plasma', 'or', 'bloodbilirubinserplasbldproperty'];['bilirubintotal', 'molesvolume', 'serum', 'plasma', 'bloodbilirubinserplasbldproperty'];[('bilirubintotal', 'JJ'), ('molesvolume', 'NN'), ('in', 'IN'), ('serum', 'JJ'), ('plasma', 'NN'), ('or', 'CC'), ('bloodbilirubinserplasbldproperty', 'NN')];bilirubintotal molesvolume serum plasma bloodbilirubinserplasbldproperty;white blood cells count;1
395;1969-5;Bilirubin.total renal clearance in 24 hour Urine and Serum or Plasma;Bilirubin renal clearance;Urine+Ser/Plas;VRat;Bilirubin.total renal clearance in 24 hour Urine and Serum or PlasmaBilirubin renal clearanceUrine+Ser/Plasproperty;Bilirubintotal renal clearance in 24 hour Urine and Serum or PlasmaBilirubin renal clearanceUrineSerPlasproperty;['bilirubintotal', 'renal', 'clearance', 'in', '24', 'hour', 'urine', 'and', 'serum', 'or', 'plasmabilirubin', 'renal', 'clearanceurineserplasproperty'];['bilirubintotal', 'renal', 'clearance', '24', 'hour', 'urine', 'serum', 'plasmabilirubin', 'renal', 'clearanceurineserplasproperty'];[('bilirubintotal', 'JJ'), ('renal', 'JJ'), ('clearance', 'NN'), ('in', 'IN'), ('24', 'CD'), ('hour', 'NN'), ('urine', 'NN'), ('and', 'CC'), ('serum', 'NN'), ('or', 'CC'), ('plasmabilirubin', 'JJ'), ('renal', 'JJ'), ('clearanceurineserplasproperty', 'NN')];bilirubintotal renal clearance 24 hour urine serum plasmabilirubin renal clearanceurineserplasproperty;white blood cells count;0
396;1970-3;Bilirubin.delta [Mass/volume] in Serum or Plasma;Bilirubin.albumin bound;Ser/Plas;MCnc;Bilirubin.delta [Mass/volume] in Serum or PlasmaBilirubin.albumin boundSer/Plasproperty;Bilirubindelta Massvolume in Serum or PlasmaBilirubinalbumin boundSerPlasproperty;['bilirubindelta', 'massvolume', 'in', 'serum', 'or', 'plasmabilirubinalbumin', 'boundserplasproperty'];['bilirubindelta', 'massvolume', 'serum', 'plasmabilirubinalbumin', 'boundserplasproperty'];[('bilirubindelta', 'NN'), ('massvolume', 'NN'), ('in', 'IN'), ('serum', 'NN'), ('or', 'CC'), ('plasmabilirubinalbumin', 'NN'), ('boundserplasproperty', 'NN')];bilirubindelta massvolume serum plasmabilirubinalbumin boundserplasproperty;white blood cells count;0
397;22665-4;Bilirubin.delta [Moles/volume] in Serum or Plasma;Bilirubin.albumin bound;Ser/Plas;SCnc;Bilirubin.delta [Moles/volume] in Serum or PlasmaBilirubin.albumin boundSer/Plasproperty;Bilirubindelta Molesvolume in Serum or PlasmaBilirubinalbumin boundSerPlasproperty;['bilirubindelta', 'molesvolume', 'in', 'serum', 'or', 'plasmabilirubinalbumin', 'boundserplasproperty'];['bilirubindelta', 'molesvolume', 'serum', 'plasmabilirubinalbumin', 'boundserplasproperty'];[('bilirubindelta', 'NN'), ('molesvolume', 'NN'), ('in', 'IN'), ('serum', 'NN'), ('or', 'CC'), ('plasmabilirubinalbumin', 'NN'), ('boundserplasproperty', 'NN')];bilirubindelta molesvolume serum plasmabilirubinalbumin boundserplasproperty;white blood cells count;0
398;30438-6;Monocytes+Macrophages/100 leukocytes in Synovial fluid;Monocytes+Macrophages/100 leukocytes;Synv fld;NFr;Monocytes+Macrophages/100 leukocytes in Synovial fluidMonocytes+Macrophages/100 leukocytesSynv fldproperty;MonocytesMacrophages100 leukocytes in Synovial fluidMonocytesMacrophages100 leukocytesSynv fldproperty;['monocytesmacrophages100', 'leukocytes', 'in', 'synovial', 'fluidmonocytesmacrophages100', 'leukocytessynv', 'fldproperty'];['monocytesmacrophages100', 'leukocytes', 'synovial', 'fluidmonocytesmacrophages100', 'leukocytessynv', 'fldproperty'];[('monocytesmacrophages100', 'NN'), ('leukocytes', 'VBZ'), ('in', 'IN'), ('synovial', 'JJ'), ('fluidmonocytesmacrophages100', 'NN'), ('leukocytessynv', 'NN'), ('fldproperty', 'NN')];monocytesmacrophages100 leukocytes synovial fluidmonocytesmacrophages100 leukocytessynv fldproperty;white blood cells count;0
399;69017-2;Immature granulocytes/100 leukocytes in Synovial fluid;Granulocytes.immature/100 leukocytes;Synv fld;NFr;Immature granulocytes/100 leukocytes in Synovial fluidGranulocytes.immature/100 leukocytesSynv fldproperty;Immature granulocytes100 leukocytes in Synovial fluidGranulocytesimmature100 leukocytesSynv fldproperty;['immature', 'granulocytes100', 'leukocytes', 'in', 'synovial', 'fluidgranulocytesimmature100', 'leukocytessynv', 'fldproperty'];['immature', 'granulocytes100', 'leukocytes', 'synovial', 'fluidgranulocytesimmature100', 'leukocytessynv', 'fldproperty'];[('immature', 'NN'), ('granulocytes100', 'NN'), ('leukocytes', 'VBZ'), ('in', 'IN'), ('synovial', 'JJ'), ('fluidgranulocytesimmature100', 'NN'), ('leukocytessynv', 'NN'), ('fldproperty', 'NN')];immature granulocytes100 leukocytes synovial fluidgranulocytesimmature100 leukocytessynv fldproperty;white blood cells count;0
400;26510-8;Band form neutrophils/100 leukocytes in Body fluid;Neutrophils.band form/100 leukocytes;Body fld;NFr;Band form neutrophils/100 leukocytes in Body fluidNeutrophils.band form/100 leukocytesBody fldproperty;Band form neutrophils100 leukocytes in Body fluidNeutrophilsband form100 leukocytesBody fldproperty;['band', 'form', 'neutrophils100', 'leukocytes', 'in', 'body', 'fluidneutrophilsband', 'form100', 'leukocytesbody', 'fldproperty'];['band', 'form', 'neutrophils100', 'leukocytes', 'body', 'fluidneutrophilsband', 'form100', 'leukocytesbody', 'fldproperty'];[('band', 'NN'), ('form', 'NN'), ('neutrophils100', 'NN'), ('leukocytes', 'VBZ'), ('in', 'IN'), ('body', 'NN'), ('fluidneutrophilsband', 'VBP'), ('form100', 'NN'), ('leukocytesbody', 'NN'), ('fldproperty', 'NN')];band form neutrophils100 leukocytes body fluidneutrophilsband form100 leukocytesbody fldproperty;white blood cells count;0
401;26509-0;Band form neutrophils/100 leukocytes in Cerebral spinal fluid;Neutrophils.band form/100 leukocytes;CSF;NFr;Band form neutrophils/100 leukocytes in Cerebral spinal fluidNeutrophils.band form/100 leukocytesCSFproperty;Band form neutrophils100 leukocytes in Cerebral spinal fluidNeutrophilsband form100 leukocytesCSFproperty;['band', 'form', 'neutrophils100', 'leukocytes', 'in', 'cerebral', 'spinal', 'fluidneutrophilsband', 'form100', 'leukocytescsfproperty'];['band', 'form', 'neutrophils100', 'leukocytes', 'cerebral', 'spinal', 'fluidneutrophilsband', 'form100', 'leukocytescsfproperty'];[('band', 'NN'), ('form', 'NN'), ('neutrophils100', 'NN'), ('leukocytes', 'VBZ'), ('in', 'IN'), ('cerebral', 'JJ'), ('spinal', 'JJ'), ('fluidneutrophilsband', 'NN'), ('form100', 'NN'), ('leukocytescsfproperty', 'NN')];band form neutrophils100 leukocytes cerebral spinal fluidneutrophilsband form100 leukocytescsfproperty;white blood cells count;0
402;33361-7;Band form neutrophils/100 leukocytes in Synovial fluid;Neutrophils.band form/100 leukocytes;Synv fld;NFr;Band form neutrophils/100 leukocytes in Synovial fluidNeutrophils.band form/100 leukocytesSynv fldproperty;Band form neutrophils100 leukocytes in Synovial fluidNeutrophilsband form100 leukocytesSynv fldproperty;['band', 'form', 'neutrophils100', 'leukocytes', 'in', 'synovial', 'fluidneutrophilsband', 'form100', 'leukocytessynv', 'fldproperty'];['band', 'form', 'neutrophils100', 'leukocytes', 'synovial', 'fluidneutrophilsband', 'form100', 'leukocytessynv', 'fldproperty'];[('band', 'NN'), ('form', 'NN'), ('neutrophils100', 'NN'), ('leukocytes', 'VBZ'), ('in', 'IN'), ('synovial', 'JJ'), ('fluidneutrophilsband', 'NN'), ('form100', 'NN'), ('leukocytessynv', 'NN'), ('fldproperty', 'NN')];band form neutrophils100 leukocytes synovial fluidneutrophilsband form100 leukocytessynv fldproperty;white blood cells count;0
403;30453-5;Segmented neutrophils/100 leukocytes in Body fluid;Neutrophils.segmented/100 leukocytes;Body fld;NFr;Segmented neutrophils/100 leukocytes in Body fluidNeutrophils.segmented/100 leukocytesBody fldproperty;Segmented neutrophils100 leukocytes in Body fluidNeutrophilssegmented100 leukocytesBody fldproperty;['segmented', 'neutrophils100', 'leukocytes', 'in', 'body', 'fluidneutrophilssegmented100', 'leukocytesbody', 'fldproperty'];['segmented', 'neutrophils100', 'leukocytes', 'body', 'fluidneutrophilssegmented100', 'leukocytesbody', 'fldproperty'];[('segmented', 'VBN'), ('neutrophils100', 'JJ'), ('leukocytes', 'NNS'), ('in', 'IN'), ('body', 'NN'), ('fluidneutrophilssegmented100', 'JJ'), ('leukocytesbody', 'NN'), ('fldproperty', 'NN')];segmented neutrophils100 leukocytes body fluidneutrophilssegmented100 leukocytesbody fldproperty;white blood cells count;0
